Data (link pndb),Title,Description,Species,Gbif link
https://pndb.opendatasoft.com/explore/assets/16s-sequencing-of-a-synthetic-bacterial-community-associated-with-microalgae-alexandrium-minutum-and-prymnesium-parvum/,16S sequencing of a synthetic bacterial community associated with microalgae (Alexandrium minutum an...,Lien vers les données This study aims to characterize the assemblage of a synthetic bacterial community when exposed to the exudates of Alexandrium minutum and Prymnesium parvum in presence and absence of microalgal cells. Both free-living and host-cell-attached bacterial communities were analyzed.,"Alexandrium minutum, Prymnesium parvum","https://www.gbif.org/species/3205121, https://www.gbif.org/species/7513065"
https://pndb.opendatasoft.com/explore/assets/2d-3d-coordinates-for-equids-lower-cheek-teeth-and-metapodials-for-geometric-morphometrics/,"2D, 3D coordinates for Equids' Lower Cheek Teeth and Metapodials for Geometric Morphometrics","Lien vers les données Equids have shaped past Eurasian societies in many ways. This applies in particular to domestic horses, donkeys, and their hybrids. Key to documenting modes of exploitation and cultural trajectories in past societies is the correct taxonomic classification of tooth and bone specimens found in archaeological sites. However, close osteomorphological resemblance of wild and domestic equids and their economically valuable hybrids, i.e. mules and hinnies, complicates the identification of intentionally fragmented or naturally damaged archaeological specimens. Here, we apply Geometric Morphometrics (GM) to mandibular teeth and metapodials, two skeletal elements commonly found in archaeological collections and known for their diagnostic properties using traditional morphometric methods. We registered a statistically representative set of 2D and 3D coordinates on mandibular teeth (P3, P4, M1, M2) and metapodials of 92 domestic horses (Equus caballus Linnaeus, 1758), 70 domestic donkeys (Equus asinus Linnaeus, 1758), 30 hybrids, and 63 Asiatic wild asses (Equus hemionus Pallas, 1775). Taxonomic classification of these 255 specimens considered both shape and form, applying Linear Discriminant Analysis, k-Nearest Neighbors algorithm and Artificial Neural Networks to seven combinations of taxa. We obtained correct classifications in over 87% and 80% respectively of the premolars and molars and in over 93% and 89% respectively of the metacarpals and metatarsals. This modern dataset was then used to classify equid specimens from three archaeological sites in the Middle East already analyzed morphologically. Taking into account the past zoogeography of wild equids and the historical distribution of their domesticated descendants and hybrids, the GM approach presented in this study offers the possibility to morphologically classify archaeological equids with far greater certainty than has been the case so far.","Equus asinus, Equus asinus, Equus caballus, Equus caballus, Equus hemionus, Equus hemionus","https://www.gbif.org/species/2440891, https://www.gbif.org/species/2440891, https://www.gbif.org/species/2440886, https://www.gbif.org/species/2440886, https://www.gbif.org/species/2440893, https://www.gbif.org/species/2440893"
https://pndb.opendatasoft.com/explore/assets/a-broad-scale-long-term-dataset-of-sabellaria-alveolata-distribution-and-abundance-curated-through-the-reehab-reef-habitat-project/,A broad-scale long-term dataset of Sabellaria alveolata distribution and abundance curated through t...,"Lien vers les données Numerous reef-forming species have declined dramatically in the last century, many of which have been insufficiently documented due to anecdotal or hard-to-access information. One of them, the honeycomb worm Sabellaria alveolata (L.) is a tube-building polychaete that can form large reefs, providing important ecosystem services such as coastal protection and habitat provision. It ranges from Scotland to Morocco, yet little is known about its distribution outside of the United Kingdom, where it is protected and where there is a strong heritage of natural history and sustained observations. As a result, online marine biodiversity information systems currently contain haphazardly distributed records of S. alveolata. One of the objectives of the REEHAB project (http://www.honeycombworms.org) was to combine historical records with contemporary data to document changes in the distribution and abundance of S. alveolata. Here we publish the result of the curation of 331 sources, gathered from literature, targeted surveys, local conservation reports, museum specimens, personal communications by authors and by their research teams, national biodiversity information systems (i.e. the UK National Biodiversity Network (NBN), https://nbn.org.uk/) and validated citizen science observations (i.e. https://www.inaturalist.org/). 80% of these records were not previously referenced in any online information system. Additionally, historic field notebooks from Edouard Fischer-Piette and Gustave Gilson were scanned for S. alveolata information and manually entered. Each of the 21512 S. alveolata records were checked for spatial and taxonomic accuracy, particularly in the English Channel and the North Sea where incorrectly identified observations of intertidal Sabellaria spinulosa were recorded. A further 54 observations are recorded as ‘Sabellaria spp.’ as the available information did not allow for an identification to species level. Many sources reported abundances based on the semi-quantitative SACFOR scale whilst others simply noted its presence, and others still verified both its absence and presence. The result is a curated and comprehensive dataset spanning over two centuries on the past and present global distribution and abundance of S. alveolata. Sabellaria alveolata records projected onto a 50km grid. When SACFOR scale abundance scores were given to occurrence records, the highest abundance value per grid cell was retained.",Sabellaria spinulosa,https://www.gbif.org/species/5199282
https://pndb.opendatasoft.com/explore/assets/a-collection-of-datasets-on-forest-biodiversity-and-microclimates-in-france-2019-2023/,A collection of datasets on forest biodiversity and microclimates in France (2019-2023),"All the data stored in this collection of datasets was collected during the period 2019-2023 within the framework of the project number ANR-19-CE32-0005 entitled ""Impacts of Microclimatic Processes on foRest bIodiversity redistributioN under macroclimaTe warming"" (IMPRINT) funded by the Agence nationale de la recherche (ANR). The project aims to model forest microclimates at fine spatiotemporal resolution and link it to understory biodiversity data. The different datasets available in that collection contain (i) biodiversity surveys (vascular plants, bryophytes and soil artropods), (ii) in-situ microclimate records (both air and soil temperature near the ground surface), (iii) ground-truth measurements of stand characteristics (maximum height, stem diameter, species identity and status) and (iv) high-resolution airborne LiDAR images, all collected across three deciduous state forests in France (Aigoual, Blois and Mormal). Mormal is a lowland forest dominated by beech (Fagus sylvatica) and/or pedunculate oak (Quercus robur) stands, Blois is a lowland forest dominated by pure sessile oak stands (Quercus petraea), and Aigoual is a mountain forest dominated by pure beech stands. All three are state forests managed by the ONF (Office National des Forêts, i.e. French forest office), mostly as even-aged “high forests”, except for a few coppices in Aigoual as well as some stands not managed for accessibility or conservation reasons.","Fagus sylvatica, Quercus petraea, Quercus robur","https://www.gbif.org/species/2882316, https://www.gbif.org/species/2880130, https://www.gbif.org/species/2878688"
https://pndb.opendatasoft.com/explore/assets/abondance-daraignee-de-mer-maja-squinado-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance d'araignée de mer (Maja squinado) observée lors des campagnes scientifiques sur la période...,"L'abondance d'araignées (Maja squinado) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).","Maja squinado, Maja squinado","https://www.gbif.org/species/5178690, https://www.gbif.org/species/5178690"
https://pndb.opendatasoft.com/explore/assets/abondance-de-galathee-munida-bamffia-observee-lors-des-campagnes-scientifiques-sur-la-periode-2006-2010/,Abondance de galathée (Munida bamffia) observée lors des campagnes scientifiques sur la période 2006...,"Lien vers les données L'abondance de galathée (Munida bamffia) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Munida bamffia,https://www.gbif.org/species/11369288
https://pndb.opendatasoft.com/explore/assets/abondance-de-grande-roussette-scyliorhinus-stellaris-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2009/,Abondance de grande roussette (Scyliorhinus stellaris) observée lors des campagnes scientifiques sur...,Lien vers les données L'abondance de grande roussette (Scyliorhinus stellaris) est exprimée en nombre d’individus par km² et observée lors de la campagne halieutique de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).,Scyliorhinus stellaris,https://www.gbif.org/species/2418670
https://pndb.opendatasoft.com/explore/assets/abondance-de-juveniles-de-ceteau-dicologlossa-cuneata-observee-lors-des-campagnes-scientifiques-sur-la-periode-2000-2009/,Abondance de juvéniles de céteau (Dicologlossa cuneata) observée lors des campagnes scientifiques su...,"Lien vers les données L'abondance de juvéniles de céteau (Dicologlossa cuneata) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : Nurse Loire et Gironde (2000-2003), Nurse Vilaine (2003-2009), PECOS (2004-2006). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Dicologlossa cuneata,https://www.gbif.org/species/2410042
https://pndb.opendatasoft.com/explore/assets/abondance-de-juveniles-de-langoustine-nephrops-norvegicus-observee-lors-des-campagnes-scientifiques-sur-la-periode-2006-2009/,Abondance de juvéniles de langoustine (Nephrops norvegicus) observée lors des campagnes scientifique...,Lien vers les données L'abondance de juvéniles de langoustine (Nephrops norvegicus) est exprimée en nombre d’individus par km² et observée lors de la campagne halieutique de l'Ifremer utilisant un engin de pêche ”traînant de fond” : LANGOLF (2006-2009). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).,Nephrops norvegicus,https://www.gbif.org/species/2226962
https://pndb.opendatasoft.com/explore/assets/abondance-de-juveniles-de-maigre-argyrosomus-regius-observee-lors-des-campagnes-scientifiques-sur-la-periode-2000-2006/,Abondance de juvéniles de maigre (Argyrosomus regius) observée lors des campagnes scientifiques sur ...,"Lien vers les données L'abondance de juvéniles de maigre (Argyrosomus regius) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : Nurse Loire et Gironde (2000-2003), PECOS (2004-2006). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Argyrosomus regius,https://www.gbif.org/species/5212437
https://pndb.opendatasoft.com/explore/assets/abondance-de-juveniles-de-merlu-merluccius-merluccius-observee-lors-des-campagnes-scientifiques-sur-la-periode-2000-2009/,Abondance de juvéniles de merlu (Merluccius merluccius) observée lors des campagnes scientifiques su...,"Lien vers les données L'abondance de juvéniles de merlu (Merluccius merluccius) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : LANGOLF (2006-2009), Nurse Loire et Gironde (2000-2003), Nurse Vilaine (2003-2009), PECOS (2004-2006). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Merluccius merluccius,https://www.gbif.org/species/2415643
https://pndb.opendatasoft.com/explore/assets/abondance-de-merlan-bleu-micromesistius-poutassou-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de merlan bleu (Micromesistius poutassou) observée lors des campagnes scientifiques sur la...,"Lien vers les données L'abondance de merlan bleu (Micromesistius poutassou) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), EVHOE (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Micromesistius poutassou,https://www.gbif.org/species/2415777
https://pndb.opendatasoft.com/explore/assets/abondance-de-petit-tacaud-trisopterus-minutus-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de petit tacaud (Trisopterus minutus) observée lors des campagnes scientifiques sur la pér...,"Lien vers les données L'abondance de petit tacaud (Trisopterus minutus) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), EVHOE (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Trisopterus minutus,https://www.gbif.org/species/2415906
https://pndb.opendatasoft.com/explore/assets/abondance-de-petite-vive-echiichthys-vipera-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de petite vive (Echiichthys vipera) observée lors des campagnes scientifiques sur la pério...,"Lien vers les données L'abondance de petite vive (Echiichthys vipera) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), EVHOE (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).","Echiichthys vipera, Echiichthys vipera","https://www.gbif.org/species/2386469, https://www.gbif.org/species/2386469"
https://pndb.opendatasoft.com/explore/assets/abondance-de-plie-pleuronectes-platessa-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de plie (Pleuronectes platessa) observée lors des campagnes scientifiques sur la période 2...,"Lien vers les données L'abondance de plie (Pleuronectes platessa) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Pleuronectes platessa,https://www.gbif.org/species/7700106
https://pndb.opendatasoft.com/explore/assets/abondance-de-raie-fleurie-leucoraja-naevus-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2009/,Abondance de raie fleurie (Leucoraja naevus) observée lors des campagnes scientifiques sur la périod...,"Lien vers les données L'abondance de raie fleurie (Leucoraja naevus) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), EVHOE (2005-2009), LANGOLF (2006-2009). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Leucoraja naevus,https://www.gbif.org/species/2419875
https://pndb.opendatasoft.com/explore/assets/abondance-de-rouget-barbet-mullus-surmuletus-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de rouget barbet (Mullus surmuletus) observée lors des campagnes scientifiques sur la péri...,"Lien vers les données L'abondance de rouget barbet (Mullus surmuletus) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), EVHOE (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Mullus surmuletus,https://www.gbif.org/species/2396862
https://pndb.opendatasoft.com/explore/assets/abondance-de-seiche-elegante-sepia-elegansis-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de seiche élégante (Sepia elegansis) observée lors des campagnes scientifiques sur la péri...,"Lien vers les données L'abondance de seiche élégante (Sepia elegansis) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : EVHOE (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Sepia elegansis,https://www.gbif.org/species/2290859
https://pndb.opendatasoft.com/explore/assets/abondance-de-seiche-rosee-sepia-orbinyana-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de seiche rosée (Sepia orbinyana) observée lors des campagnes scientifiques sur la période...,"Lien vers les données L'abondance de seiche rosée (Sepia orbinyana) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : EVHOE (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Sepia orbinyana,https://www.gbif.org/species/2290839
https://pndb.opendatasoft.com/explore/assets/abondance-de-sole-pole-solea-lascaris-ou-pegusa-lascaris-observee-lors-des-campagnes-scientifiques-sur-la-periode-2007-2010/,Abondance de sole pole (Solea lascaris ou Pegusa lascaris) observée lors des campagnes scientifiques...,Lien vers les données L'abondance de sole pole (Solea lascaris ou Pegusa lascaris) est exprimée en nombre d’individus par km² et observée lors de la campagne halieutique de l'Ifremer utilisant un engin de pêche ”traînant de fond” : ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).,"Pegusa lascaris, Solea lascaris","https://www.gbif.org/species/2409966, https://www.gbif.org/species/5214112"
https://pndb.opendatasoft.com/explore/assets/abondance-de-turbot-psetta-maxima-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance de turbot (Psetta maxima) observée lors des campagnes scientifiques sur la période 2005 – ...,"Lien vers les données L'abondance de turbot (Psetta maxima) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : CGFS (2005-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Psetta maxima,https://www.gbif.org/species/2409416
https://pndb.opendatasoft.com/explore/assets/abondance-deglefin-melanogrammus-aeglefinus-observee-lors-des-campagnes-scientifiques-sur-la-periode-2005-2010/,Abondance d'églefin (Melanogrammus aeglefinus) observée lors des campagnes scientifiques sur la péri...,"Lien vers les données L'abondance d'églefin (Melanogrammus aeglefinus) est exprimée en nombre d’individus par km² et observée lors des campagnes halieutiques de l'Ifremer utilisant un engin de pêche ”traînant de fond” : EVHOE (2005-2009), LANGOLF (2006-2009), ORHAGO (2007-2010). Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats marins (étude confiée par le Ministère chargé de l'écologie).",Melanogrammus aeglefinus,https://www.gbif.org/species/2415822
https://pndb.opendatasoft.com/explore/assets/abondance-doeufs-de-balai-hippoglossoides-platessoides-observee-lors-de-la-campagne-scientifique-ibts-sur-la-periode-2006-2010/,Abondance d’œufs de balai (Hippoglossoides platessoides) observée lors de la campagne scientifique I...,Lien vers les données L'abondance d’œufs de balai (Hippoglossoides platessoides) est exprimée en nombre d’œufs par m3. Les œufs ont été prélevés lors de la campagne IBTS (2006-2010) avec une pompe (CUFES) qui filtre les particules de plus de 500 microns. Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats (étude confiée par le Ministère chargé de l'écologie).,Hippoglossoides platessoides,https://www.gbif.org/species/2409104
https://pndb.opendatasoft.com/explore/assets/abondance-doeufs-de-petite-sole-jaune-buglossidium-luteum-observee-lors-de-la-campagne-scientifique-ibts-sur-la-periode-2006-2010/,Abondance d’œufs de petite sole jaune (Buglossidium luteum) observée lors de la campagne scientifiqu...,Lien vers les données L'abondance d’œufs de petite sole jaune (Buglossidium luteum) est exprimée en nombre d’œufs par m3. Les œufs ont été prélevés lors de la campagne IBTS (2006-2010) avec une pompe (CUFES) qui filtre les particules de plus de 500 microns. Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats (étude confiée par le Ministère chargé de l'écologie).,Buglossidium luteum,https://www.gbif.org/species/2409909
https://pndb.opendatasoft.com/explore/assets/abondance-doeufs-de-plie-cynoglosse-glyptocephalus-cynoglossus-observee-lors-de-la-campagne-scientifique-ibts-sur-la-periode-2006-2010/,Abondance d’œufs de plie cynoglosse (Glyptocephalus cynoglossus) observée lors de la campagne scient...,Lien vers les données L'abondance d’œufs de plie cynoglosse (Glyptocephalus cynoglossus) est exprimée en nombre d’œufs par m3. Les œufs ont été prélevés lors de la campagne IBTS (2006-2010) avec une pompe (CUFES) qui filtre les particules de plus de 500 microns. Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats (étude confiée par le Ministère chargé de l'écologie).,Glyptocephalus cynoglossus,https://www.gbif.org/species/5213996
https://pndb.opendatasoft.com/explore/assets/abondance-doeufs-de-sole-perdrix-microchirus-variegatus-observee-lors-de-la-campagne-scientifique-ibts-sur-la-periode-2006-2010/,Abondance d’œufs de sole perdrix (Microchirus variegatus) observée lors de la campagne scientifique ...,Lien vers les données L'abondance d’œufs de sole perdrix (Microchirus variegatus) est exprimée en nombre d’œufs par m3. Les œufs ont été prélevés lors de la campagne IBTS (2006-2010) avec une pompe (CUFES) qui filtre les particules de plus de 500 microns. Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats (étude confiée par le Ministère chargé de l'écologie).,Microchirus variegatus,https://www.gbif.org/species/2410108
https://pndb.opendatasoft.com/explore/assets/active-microbiome-data-of-penaeus-stylirostris-hemolymph-and-its-rearing-water-under-contrasting-conditions/,Active microbiome data of Penaeus stylirostris hemolymph and its rearing water under contrasting con...,"Lien vers les données Metabarcoding data from water and shrimp's hemolymph in order to assess the microbial structure, variability with rearing conditions and identify possible biomarkers of healthy shrimps.",Penaeus stylirostris,https://www.gbif.org/species/2223879
https://pndb.opendatasoft.com/explore/assets/amostragem-dos-solos-e-produtos-horticolas-na-envolvente-do-complexo-quimicode-estarreja-cqe/,Amostragem dos solos e produtos horticolas na envolvente do Complexo Químicode Estarreja (CQE),"Lien vers les données Localização da área de estudo (aproximadamente 25 km2) e mapa de amostragem dos solos e produtos horticolas na envolvente do Complexo Químicode Estarreja (CQE). Projeto OHMI Estarreja «Concentração de As, Cu, Hg e Zn em solos e produtos agrícolas (Brassica oleracea L., Lycopersicon esculentum Mill e Zea mays L.) numa área industrial no NW de Portugal», 2013. O1 e O2 correspondem, respetivamente, às valas de drenagemda Breja e São Filipe.",Brassica oleracea,https://www.gbif.org/species/3042845
https://pndb.opendatasoft.com/explore/assets/annual-growth-of-laternula-elliptica-shells-from-dumont-durville-station-adelie-land-east-antarctica/,"Annual growth of Laternula elliptica shells from Dumont d'Urville Station (Adélie Land, East Antarct...","Lien vers les données Laternula elliptica is one of the largest bivalve mollusk in Antarctic waters. Its shell presents annual growth increments that can be crossdated for the construction of master chronologies. Inter-annual variations of the resulting growth indices are driven by environmental forcings, among which sea ice and sympagic algae dynamics are the main ones. These two datasets present shell growth data collected in cross-sections of chondrophores (hinge area) of 27 Laternula elliptica specimens harvested by SCUBA diving near Dumont d'Urville Station (Adélie Land, East Antarctica) in January 2016. A calendar year was assigned to each annual growth increment by visual crossdating backward from the sampling year. Growth increment widths, expressed in micrometers, were measured from the last deposited growth increment (margin) toward earlier growth years (raw increment width µm file). Each individual time-series of growth increment width was first power-transformed, then detrended with a negative exponential function to compute two time-series of annual growth indices, with or without prewhitening by fitting an autoregressive model (growth indices file).",Laternula elliptica,https://www.gbif.org/species/4370924
https://pndb.opendatasoft.com/explore/assets/antarctic-blue-whales-in-the-southern-indian-ocean-a-multi-year-and-multi-site-database-of-z-call-detections/,Antarctic blue whales in the southern Indian Ocean: a multi-year and multi-site database of Z-call d...,"Lien vers les données As part of the OHASISBIO project, since January 2010, a network of 6 to 8 autonomous hydrophones is deployed in the southern Indian Ocean (Fig. 1) to monitor the low-frequency sounds (0-120 Hz) carried by the ocean. These acoustic data provide unique information on the seasonal presence of several species and sub-species of large baleen whales. Among them, the Antarctic blue whale (Balaenoptera musculus intermedia) has a distinct call between 18 and 26 Hz, easily recognizable by its Z-shape in a time-frequency diagram. We designed an automatic Z-detector (Socheleau et al., 2015) to cense the Z-calls in our multi-year, multi-site acoustic dataset. The resulting database consists of several metrics: time of detection of each individual call, the ambient noise level between 40 and 60 Hz, and the ratio between the whale chorus between 25 and 27 Hz over the noise level between 30 and 33 Hz. The rationale for these metrics and the interpretation of the results can be found in the paper by Leroy et al. (2016; see reference below). Figure 1: Acoustic records available for Antarctic blue whale Z-call detections. © E Leroy / CNRS-U.Brest LGO Figure 2: Acoustic records available for Antarctic blue whale Z-call detections. © E Leroy / CNRS-U.Brest LGO",Balaenoptera musculus,https://www.gbif.org/species/2440735
https://pndb.opendatasoft.com/explore/assets/aradiv-a-dataset-of-functional-traits-and-leaf-hyperspectral-reflectance-of-arabidopsis-thaliana/,AraDiv: a dataset of functional traits and leaf hyperspectral reflectance of Arabidopsis thaliana,"Lien vers les données The AraDiv dataset provides phenotypic and leaf hyperspectral reflectance (NIRS) data for 721 widely distributed Arabidopsis thaliana accessions. Phenotypic data include vegetative, phenological, and reproductive functional traits, constituting a comprehensive dataset of A. thaliana’s intraspecific phenotypic diversity. Phenotyped accessions were grown in a common garden, and meteorological data recorded during the experiment were also included in AraDiv. The common garden experiment was conducted between February and July 2021 under shade cloth in the experimental field of Centre d’Ecologie Fonctionnelle et Evolutive (CEFE), Montpellier, France.",Arabidopsis thaliana,https://www.gbif.org/species/3052436
https://pndb.opendatasoft.com/explore/assets/archaeobotanical-dataset-on-the-holocene-history-of-vitis-vinifera-in-france/,Archaeobotanical dataset on the Holocene history of Vitis vinifera in France,"Lien vers les données Archaeobotanical analyses on seed/fruit and wood macroremains for the Holocene period in continental France including records of Vitis. Data is recorded according to the chrono-cultural phases identified at the sites (site-phases), all the samples available for a given phase being combined to compose a single entry in the database. For each site-phase, we recorded the total number of macroremains identified and the number of Vitis macroremains. Seed/fruit and wood data are recorded as separate entries, as well as each mode of preservation (charred, waterlogged, mineralized, desiccated). This dataset is used in : Bouby L., Chabal L., Bonhomme V., Baly I., Battentier J., Ben Makhad S., Bonnaire E., Cabanis M., Callou C., Cenzon-Salvayre C., Coubray S., Daoulas G., Delhon C., Derreumaux M., Dhesse P., Dietsch Sellami M.-F., Dufraisse A., Durand A., Durand F., Figueiral I., Flottes L., Gillot I., Hallavant C., Henry A., Jeanty A., Jedrusiak F., Liottier L., Marinval P., Martin L., Neveu E., Paradis L., Pinaud-Querrac'h R., Poirier P., Pradat B., Preiss S., Rovira N., Ros J., Salavert A., Schaal C., Thiébault S., Tillier M., Toulemonde F., Vaschalde C., Wiethold J., Ruas M.-P. &amp; Matterne V., 2023 - The Holocene history of grapevine (Vitis vinifera) and viticulture in France retraced from a largescale archaeobotanical dataset. Palaeogeography, Palaeoclimatology, Palaeoecology 625.","Vitis vinifera, Vitis vinifera","https://www.gbif.org/species/5372392, https://www.gbif.org/species/5372392"
https://pndb.opendatasoft.com/explore/assets/arrete-ndeg-212001-du-12022001/,Arrêté n° 21/2001 du 12/02/2001,Lien vers les données Arrêté n° 21/2001 du 12 février 2001 fixant les modalités d'exploitation de la crevette blanche (Palaemon longirostris dit bouquetin ou bouquet delta) en aval de la limite de salure des eaux des fleuves des départements du Calvados et de la Seine Maritime au sud du parallèle passant par le Cap de la Hève.,Palaemon longirostris,https://www.gbif.org/species/2225032
https://pndb.opendatasoft.com/explore/assets/arrete-ndeg-2372004-du-3-septembre-2004/,Arrêté n° 237/2004 du 3 septembre 2004,"Lien vers les données Arrêté n° 237/2004 du 3 septembre 2004 rendant obligatoire la délibération n°2004/BI-6A du CRPMEM de Basse-Normandie portant création et fixant les conditions d'attribution de la licence de pêche des bivalves, palourdes roses et spisule gisement Ouest Cotentin. ABROGE ? Remplacé par : Arrêté n°170/2007 du 30/10/2007 rendant obligatoire la délibération n°2007/BI-7A du CRPMEM de Basse Normandie du 05/10/2007 portant création et fixant les conditions d¿attribution de la licence de pêche des bivalves, palourdes roses (Venerupis rhomboides) et spisule (Spisula ovalis) sur le gisement Ouest Cotentin.","Spisula ovalis, Venerupis rhomboides","https://www.gbif.org/species/5188980, https://www.gbif.org/species/2287811"
